Frequence = 10 Ghz;
N = 5784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000190142; Faza = -118.582 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
3377   X = 343 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3378   X = 343 mm; Y = 20 mm; Amplitude = 0.000613563; Faza = 77.0758 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3379   X = 345 mm; Y = 20 mm; Amplitude = 0.000712219; Faza = -111.586 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3380   X = 345 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3381   X = 345 mm; Y = 20 mm; Amplitude = 0.000599288; Faza = 67.427 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3382   X = 347 mm; Y = 20 mm; Amplitude = 0.000676976; Faza = -125.48 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3383   X = 347 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3384   X = 347 mm; Y = 20 mm; Amplitude = 0.000577486; Faza = 56.6673 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3385   X = 349 mm; Y = 20 mm; Amplitude = 0.00066758; Faza = -141.036 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3386   X = 349 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3387   X = 349 mm; Y = 20 mm; Amplitude = 0.000555281; Faza = 44.4673 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3388   X = 351 mm; Y = 20 mm; Amplitude = 0.000689468; Faza = -156.438 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3389   X = 351 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3390   X = 351 mm; Y = 20 mm; Amplitude = 0.000540572; Faza = 30.9274 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3391   X = 353 mm; Y = 20 mm; Amplitude = 0.000733811; Faza = -170.107 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3392   X = 353 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3393   X = 353 mm; Y = 20 mm; Amplitude = 0.00053896; Faza = 16.7058 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3394   X = 355 mm; Y = 20 mm; Amplitude = 0.000783567; Faza = 178.367 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3395   X = 355 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3396   X = 355 mm; Y = 20 mm; Amplitude = 0.000550955; Faza = 2.77658 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3397   X = 357 mm; Y = 20 mm; Amplitude = 0.000822259; Faza = 168.463 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3398   X = 357 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3399   X = 357 mm; Y = 20 mm; Amplitude = 0.000571689; Faza = -10.1221 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3400   X = 359 mm; Y = 20 mm; Amplitude = 0.000839467; Faza = 159.322 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3401   X = 359 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3402   X = 359 mm; Y = 20 mm; Amplitude = 0.000593609; Faza = -21.8148 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3403   X = 361 mm; Y = 20 mm; Amplitude = 0.000831887; Faza = 150.043 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3404   X = 361 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3405   X = 361 mm; Y = 20 mm; Amplitude = 0.000609701; Faza = -32.586 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3406   X = 363 mm; Y = 20 mm; Amplitude = 0.00080359; Faza = 139.75 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3407   X = 363 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3408   X = 363 mm; Y = 20 mm; Amplitude = 0.000615567; Faza = -42.9548 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3409   X = 365 mm; Y = 20 mm; Amplitude = 0.000765983; Faza = 127.713 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3410   X = 365 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3411   X = 365 mm; Y = 20 mm; Amplitude = 0.000610332; Faza = -53.5011 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3412   X = 367 mm; Y = 20 mm; Amplitude = 0.000735205; Faza = 113.654 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3413   X = 367 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3414   X = 367 mm; Y = 20 mm; Amplitude = 0.000596583; Faza = -64.7474 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3415   X = 369 mm; Y = 20 mm; Amplitude = 0.000726452; Faza = 98.1737 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3416   X = 369 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3417   X = 369 mm; Y = 20 mm; Amplitude = 0.000579728; Faza = -77.0504 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3418   X = 371 mm; Y = 20 mm; Amplitude = 0.00074575; Faza = 82.7488 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3419   X = 371 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3420   X = 371 mm; Y = 20 mm; Amplitude = 0.000566428; Faza = -90.4389 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3421   X = 373 mm; Y = 20 mm; Amplitude = 0.00078556; Faza = 68.7551 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3422   X = 373 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3423   X = 373 mm; Y = 20 mm; Amplitude = 0.000561989; Faza = -104.509 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3424   X = 375 mm; Y = 20 mm; Amplitude = 0.000830014; Faza = 56.6172 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3425   X = 375 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3426   X = 375 mm; Y = 20 mm; Amplitude = 0.000567897; Faza = -118.563 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3427   X = 377 mm; Y = 20 mm; Amplitude = 0.000863167; Faza = 45.9332 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3428   X = 377 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3429   X = 377 mm; Y = 20 mm; Amplitude = 0.000581149; Faza = -131.976 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3430   X = 379 mm; Y = 20 mm; Amplitude = 0.000874374; Faza = 35.91 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3431   X = 379 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3432   X = 379 mm; Y = 20 mm; Amplitude = 0.000595842; Faza = -144.512 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3433   X = 381 mm; Y = 20 mm; Amplitude = 0.00086066; Faza = 25.644 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3434   X = 381 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3435   X = 381 mm; Y = 20 mm; Amplitude = 0.000606013; Faza = -156.35 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3436   X = 383 mm; Y = 20 mm; Amplitude = 0.000827323; Faza = 14.2369 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3437   X = 383 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3438   X = 383 mm; Y = 20 mm; Amplitude = 0.000607902; Faza = -167.919 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3439   X = 385 mm; Y = 20 mm; Amplitude = 0.000787491; Faza = 0.948644 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3440   X = 385 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3441   X = 385 mm; Y = 20 mm; Amplitude = 0.000601018; Faza = -179.746 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3442   X = 387 mm; Y = 20 mm; Amplitude = 0.000759385; Faza = -14.3922 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3443   X = 387 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3444   X = 387 mm; Y = 20 mm; Amplitude = 0.000588334; Faza = -192.302 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3445   X = 389 mm; Y = 20 mm; Amplitude = 0.000758825; Faza = -30.8927 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3446   X = 389 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3447   X = 389 mm; Y = 20 mm; Amplitude = 0.000575416; Faza = -205.84 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3448   X = 391 mm; Y = 20 mm; Amplitude = 0.000789337; Faza = -46.8568 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3449   X = 391 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3450   X = 391 mm; Y = 20 mm; Amplitude = 0.000568419; Faza = -220.229 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3451   X = 393 mm; Y = 20 mm; Amplitude = 0.000839345; Faza = -60.9881 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3452   X = 393 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3453   X = 393 mm; Y = 20 mm; Amplitude = 0.000571267; Faza = -234.923 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3454   X = 395 mm; Y = 20 mm; Amplitude = 0.00088979; Faza = -73.0893 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3455   X = 395 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3456   X = 395 mm; Y = 20 mm; Amplitude = 0.000583466; Faza = -249.212 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3457   X = 397 mm; Y = 20 mm; Amplitude = 0.000923237; Faza = -83.7537 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3458   X = 397 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3459   X = 397 mm; Y = 20 mm; Amplitude = 0.000600239; Faza = -262.624 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3460   X = 399 mm; Y = 20 mm; Amplitude = 0.000929013; Faza = -93.8837 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3461   X = 399 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3462   X = 399 mm; Y = 20 mm; Amplitude = 0.000614904; Faza = 84.8786 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3463   X = 401 mm; Y = 20 mm; Amplitude = 0.00090522; Faza = -104.455 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3464   X = 401 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3465   X = 401 mm; Y = 20 mm; Amplitude = 0.000621713; Faza = 72.9665 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3466   X = 403 mm; Y = 20 mm; Amplitude = 0.000859465; Faza = -116.471 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3467   X = 403 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3468   X = 403 mm; Y = 20 mm; Amplitude = 0.000617765; Faza = 61.1047 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3469   X = 405 mm; Y = 20 mm; Amplitude = 0.000808799; Faza = -130.789 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3470   X = 405 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3471   X = 405 mm; Y = 20 mm; Amplitude = 0.000604012; Faza = 48.6991 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3472   X = 407 mm; Y = 20 mm; Amplitude = 0.00077612; Faza = -147.537 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3473   X = 407 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3474   X = 407 mm; Y = 20 mm; Amplitude = 0.000585268; Faza = 35.2447 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3475   X = 409 mm; Y = 20 mm; Amplitude = 0.000780166; Faza = -165.455 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3476   X = 409 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3477   X = 409 mm; Y = 20 mm; Amplitude = 0.00056899; Faza = 20.5314 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3478   X = 411 mm; Y = 20 mm; Amplitude = 0.000822682; Faza = 177.627 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3479   X = 411 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3480   X = 411 mm; Y = 20 mm; Amplitude = 0.000562604; Faza = 4.87581 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3481   X = 413 mm; Y = 20 mm; Amplitude = 0.000886339; Faza = 163.104 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3482   X = 413 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3483   X = 413 mm; Y = 20 mm; Amplitude = 0.000569763; Faza = -10.8885 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3484   X = 415 mm; Y = 20 mm; Amplitude = 0.000946979; Faza = 150.934 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3485   X = 415 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3486   X = 415 mm; Y = 20 mm; Amplitude = 0.000588034; Faza = -25.8649 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3487   X = 417 mm; Y = 20 mm; Amplitude = 0.000984625; Faza = 140.296 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3488   X = 417 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3489   X = 417 mm; Y = 20 mm; Amplitude = 0.000610195; Faza = -39.6048 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3490   X = 419 mm; Y = 20 mm; Amplitude = 0.000987852; Faza = 130.149 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3491   X = 419 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3492   X = 419 mm; Y = 20 mm; Amplitude = 0.000627763; Faza = -52.2263 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3493   X = 421 mm; Y = 20 mm; Amplitude = 0.000955751; Faza = 119.412 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3494   X = 421 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3495   X = 421 mm; Y = 20 mm; Amplitude = 0.000634317; Faza = -64.2302 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3496   X = 423 mm; Y = 20 mm; Amplitude = 0.000898415; Faza = 106.987 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3497   X = 423 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3498   X = 423 mm; Y = 20 mm; Amplitude = 0.00062732; Faza = -76.2818 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3499   X = 425 mm; Y = 20 mm; Amplitude = 0.000836617; Faza = 91.8985 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3500   X = 425 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3501   X = 425 mm; Y = 20 mm; Amplitude = 0.000608836; Faza = -89.0745 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3502   X = 427 mm; Y = 20 mm; Amplitude = 0.000798192; Faza = 74.015 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3503   X = 427 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3504   X = 427 mm; Y = 20 mm; Amplitude = 0.000585379; Faza = -103.178 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3505   X = 429 mm; Y = 20 mm; Amplitude = 0.000804827; Faza = 54.9297 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3506   X = 429 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3507   X = 429 mm; Y = 20 mm; Amplitude = 0.000566234; Faza = -118.779 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3508   X = 431 mm; Y = 20 mm; Amplitude = 0.000856057; Faza = 37.2093 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3509   X = 431 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3510   X = 431 mm; Y = 20 mm; Amplitude = 0.000559935; Faza = -135.395 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3511   X = 433 mm; Y = 20 mm; Amplitude = 0.000929364; Faza = 22.2868 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3512   X = 433 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3513   X = 433 mm; Y = 20 mm; Amplitude = 0.000569715; Faza = -151.952 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3514   X = 435 mm; Y = 20 mm; Amplitude = 0.00099618; Faza = 9.91028 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3515   X = 435 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3516   X = 435 mm; Y = 20 mm; Amplitude = 0.000591262; Faza = -167.431 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3517   X = 437 mm; Y = 20 mm; Amplitude = 0.00103473; Faza = -0.934621 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3518   X = 437 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3519   X = 437 mm; Y = 20 mm; Amplitude = 0.000615297; Faza = -181.454 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3520   X = 439 mm; Y = 20 mm; Amplitude = 0.00103391; Faza = -11.3871 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3521   X = 439 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3522   X = 439 mm; Y = 20 mm; Amplitude = 0.000632209; Faza = -194.294 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3523   X = 441 mm; Y = 20 mm; Amplitude = 0.00099434; Faza = -22.5977 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3524   X = 441 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3525   X = 441 mm; Y = 20 mm; Amplitude = 0.000635527; Faza = -206.6 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3526   X = 443 mm; Y = 20 mm; Amplitude = 0.00092903; Faza = -35.7304 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3527   X = 443 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3528   X = 443 mm; Y = 20 mm; Amplitude = 0.000623669; Faza = -219.151 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3529   X = 445 mm; Y = 20 mm; Amplitude = 0.000862462; Faza = -51.7493 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3530   X = 445 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3531   X = 445 mm; Y = 20 mm; Amplitude = 0.000600364; Faza = -232.72 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3532   X = 447 mm; Y = 20 mm; Amplitude = 0.000825355; Faza = -70.6043 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3533   X = 447 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3534   X = 447 mm; Y = 20 mm; Amplitude = 0.000574134; Faza = -247.893 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3535   X = 449 mm; Y = 20 mm; Amplitude = 0.000838828; Faza = -90.3624 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3536   X = 449 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3537   X = 449 mm; Y = 20 mm; Amplitude = 0.000555986; Faza = -264.717 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3538   X = 451 mm; Y = 20 mm; Amplitude = 0.000897611; Faza = -108.359 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3539   X = 451 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3540   X = 451 mm; Y = 20 mm; Amplitude = 0.000554564; Faza = 77.6129 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
3541   X = 453 mm; Y = 20 mm; Amplitude = 0.000974728; Faza = -123.431 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
3542   X = 453 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
3543   X = 453 mm; Y = 20 mm; Amplitude = 0.000570946; Faza = 60.4408 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
