Frequence = 40 Ghz;
N = 6894;
1.
1   X = 6 mm; Y = 6.3 mm; Amplitude = 0.00402676; Faza = 139.527 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
4012   X = 231.3 mm; Y = 6 mm; Amplitude = 0.00558511; Faza = -52.4926 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4013   X = 231.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4014   X = 231.3 mm; Y = 6 mm; Amplitude = 0.0015799; Faza = -255.649 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4015   X = 231.9 mm; Y = 6 mm; Amplitude = 0.0062682; Faza = -27.7537 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4016   X = 231.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4017   X = 231.9 mm; Y = 6 mm; Amplitude = 0.00178021; Faza = -225.662 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4018   X = 232.5 mm; Y = 6 mm; Amplitude = 0.00681912; Faza = -7.73644 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4019   X = 232.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4020   X = 232.5 mm; Y = 6 mm; Amplitude = 0.00202398; Faza = -203.487 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4021   X = 233.1 mm; Y = 6 mm; Amplitude = 0.0069481; Faza = 10.1849 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4022   X = 233.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4023   X = 233.1 mm; Y = 6 mm; Amplitude = 0.00213823; Faza = -185.663 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4024   X = 233.7 mm; Y = 6 mm; Amplitude = 0.00658701; Faza = 28.6141 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4025   X = 233.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4026   X = 233.7 mm; Y = 6 mm; Amplitude = 0.00205547; Faza = -168.458 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4027   X = 234.3 mm; Y = 6 mm; Amplitude = 0.00589133; Faza = 50.3183 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4028   X = 234.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4029   X = 234.3 mm; Y = 6 mm; Amplitude = 0.00180511; Faza = -148.086 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4030   X = 234.9 mm; Y = 6 mm; Amplitude = 0.00525329; Faza = 77.8912 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4031   X = 234.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4032   X = 234.9 mm; Y = 6 mm; Amplitude = 0.00152925; Faza = -119.788 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4033   X = 235.5 mm; Y = 6 mm; Amplitude = 0.00517802; Faza = 110.012 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4034   X = 235.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4035   X = 235.5 mm; Y = 6 mm; Amplitude = 0.00148162; Faza = -83.0134 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4036   X = 236.1 mm; Y = 6 mm; Amplitude = 0.00580041; Faza = 139.412 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4037   X = 236.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4038   X = 236.1 mm; Y = 6 mm; Amplitude = 0.00177787; Faza = -50.2313 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4039   X = 236.7 mm; Y = 6 mm; Amplitude = 0.00670538; Faza = 162.158 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4040   X = 236.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4041   X = 236.7 mm; Y = 6 mm; Amplitude = 0.0022181; Faza = -28.0012 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4042   X = 237.3 mm; Y = 6 mm; Amplitude = 0.00739847; Faza = 179.949 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4043   X = 237.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4044   X = 237.3 mm; Y = 6 mm; Amplitude = 0.00257384; Faza = -12.5912 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4045   X = 237.9 mm; Y = 6 mm; Amplitude = 0.00756985; Faza = -164.564 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4046   X = 237.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4047   X = 237.9 mm; Y = 6 mm; Amplitude = 0.00270782; Faza = -0.406645 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4048   X = 238.5 mm; Y = 6 mm; Amplitude = 0.00711101; Faza = -149.034 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4049   X = 238.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4050   X = 238.5 mm; Y = 6 mm; Amplitude = 0.00255657; Faza = 10.8138 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4051   X = 239.1 mm; Y = 6 mm; Amplitude = 0.00611653; Faza = -130.704 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4052   X = 239.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4053   X = 239.1 mm; Y = 6 mm; Amplitude = 0.00212043; Faza = 23.2955 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4054   X = 239.7 mm; Y = 6 mm; Amplitude = 0.00494448; Faza = -105.192 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4055   X = 239.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4056   X = 239.7 mm; Y = 6 mm; Amplitude = 0.00147516; Faza = 41.9147 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4057   X = 240.3 mm; Y = 6 mm; Amplitude = 0.00432286; Faza = -68.6612 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4058   X = 240.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4059   X = 240.3 mm; Y = 6 mm; Amplitude = 0.000890155; Faza = 84.5356 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4060   X = 240.9 mm; Y = 6 mm; Amplitude = 0.00488442; Faza = -30.9512 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4061   X = 240.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4062   X = 240.9 mm; Y = 6 mm; Amplitude = 0.00109414; Faza = -210.232 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4063   X = 241.5 mm; Y = 6 mm; Amplitude = 0.00618747; Faza = -4.34884 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4064   X = 241.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4065   X = 241.5 mm; Y = 6 mm; Amplitude = 0.00184646; Faza = -181.044 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4066   X = 242.1 mm; Y = 6 mm; Amplitude = 0.00744964; Faza = 13.7442 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4067   X = 242.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4068   X = 242.1 mm; Y = 6 mm; Amplitude = 0.00255881; Faza = -166.972 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4069   X = 242.7 mm; Y = 6 mm; Amplitude = 0.00820471; Faza = 27.8648 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4070   X = 242.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4071   X = 242.7 mm; Y = 6 mm; Amplitude = 0.00303581; Faza = -157.308 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4072   X = 243.3 mm; Y = 6 mm; Amplitude = 0.00824064; Faza = 40.7206 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4073   X = 243.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4074   X = 243.3 mm; Y = 6 mm; Amplitude = 0.00318899; Faza = -149.101 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4075   X = 243.9 mm; Y = 6 mm; Amplitude = 0.00753297; Faza = 54.3545 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4076   X = 243.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4077   X = 243.9 mm; Y = 6 mm; Amplitude = 0.00298783; Faza = -140.985 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4078   X = 244.5 mm; Y = 6 mm; Amplitude = 0.00624506; Faza = 71.4649 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4079   X = 244.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4080   X = 244.5 mm; Y = 6 mm; Amplitude = 0.00245586; Faza = -131.526 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4081   X = 245.1 mm; Y = 6 mm; Amplitude = 0.00480772; Faza = 97.1327 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4082   X = 245.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4083   X = 245.1 mm; Y = 6 mm; Amplitude = 0.00167765; Faza = -117.18 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4084   X = 245.7 mm; Y = 6 mm; Amplitude = 0.00409146; Faza = 136.54 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4085   X = 245.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4086   X = 245.7 mm; Y = 6 mm; Amplitude = 0.000882766; Faza = -81.2878 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4087   X = 246.3 mm; Y = 6 mm; Amplitude = 0.00480104; Faza = 176.121 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4088   X = 246.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4089   X = 246.3 mm; Y = 6 mm; Amplitude = 0.000943065; Faza = -3.3092 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4090   X = 246.9 mm; Y = 6 mm; Amplitude = 0.00626147; Faza = -158.069 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4091   X = 246.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4092   X = 246.9 mm; Y = 6 mm; Amplitude = 0.00176517; Faza = 28.8667 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4093   X = 247.5 mm; Y = 6 mm; Amplitude = 0.00759838; Faza = -140.983 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4094   X = 247.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4095   X = 247.5 mm; Y = 6 mm; Amplitude = 0.00254064; Faza = 42.581 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4096   X = 248.1 mm; Y = 6 mm; Amplitude = 0.0083739; Faza = -127.498 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4097   X = 248.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4098   X = 248.1 mm; Y = 6 mm; Amplitude = 0.00306694; Faza = 52.0681 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4099   X = 248.7 mm; Y = 6 mm; Amplitude = 0.00841733; Faza = -114.916 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4100   X = 248.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4101   X = 248.7 mm; Y = 6 mm; Amplitude = 0.00326754; Faza = 60.5443 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4102   X = 249.3 mm; Y = 6 mm; Amplitude = 0.00774303; Faza = -101.268 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4103   X = 249.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4104   X = 249.3 mm; Y = 6 mm; Amplitude = 0.00312589; Faza = 69.476 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4105   X = 249.9 mm; Y = 6 mm; Amplitude = 0.00654636; Faza = -84.0863 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4106   X = 249.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4107   X = 249.9 mm; Y = 6 mm; Amplitude = 0.0026813; Faza = 80.4241 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4108   X = 250.5 mm; Y = 6 mm; Amplitude = 0.00525816; Faza = -59.4144 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4109   X = 250.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4110   X = 250.5 mm; Y = 6 mm; Amplitude = 0.00203787; Faza = -263.455 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4111   X = 251.1 mm; Y = 6 mm; Amplitude = 0.00460284; Faza = -24.5138 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4112   X = 251.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4113   X = 251.1 mm; Y = 6 mm; Amplitude = 0.00141567; Faza = -234.17 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4114   X = 251.7 mm; Y = 6 mm; Amplitude = 0.00508687; Faza = 11.0614 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4115   X = 251.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4116   X = 251.7 mm; Y = 6 mm; Amplitude = 0.00125665; Faza = -185.903 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4117   X = 252.3 mm; Y = 6 mm; Amplitude = 0.00622265; Faza = 36.8045 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4118   X = 252.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4119   X = 252.3 mm; Y = 6 mm; Amplitude = 0.00168952; Faza = -148.046 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4120   X = 252.9 mm; Y = 6 mm; Amplitude = 0.00727937; Faza = 54.9788 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4121   X = 252.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4122   X = 252.9 mm; Y = 6 mm; Amplitude = 0.00224085; Faza = -127.237 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4123   X = 253.5 mm; Y = 6 mm; Amplitude = 0.00784995; Faza = 69.7525 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4124   X = 253.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4125   X = 253.5 mm; Y = 6 mm; Amplitude = 0.00263247; Faza = -113.165 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4126   X = 254.1 mm; Y = 6 mm; Amplitude = 0.00778902; Faza = 83.8487 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4127   X = 254.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4128   X = 254.1 mm; Y = 6 mm; Amplitude = 0.0027688; Faza = -100.994 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4129   X = 254.7 mm; Y = 6 mm; Amplitude = 0.00714678; Faza = 99.4687 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4130   X = 254.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4131   X = 254.7 mm; Y = 6 mm; Amplitude = 0.00264113; Faza = -88.2023 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4132   X = 255.3 mm; Y = 6 mm; Amplitude = 0.00616505; Faza = 119.203 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4133   X = 255.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4134   X = 255.3 mm; Y = 6 mm; Amplitude = 0.00230919; Faza = -72.3838 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4135   X = 255.9 mm; Y = 6 mm; Amplitude = 0.00530235; Faza = 145.844 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4136   X = 255.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4137   X = 255.9 mm; Y = 6 mm; Amplitude = 0.00190919; Faza = -50.1874 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4138   X = 256.5 mm; Y = 6 mm; Amplitude = 0.00511583; Faza = 178.048 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4139   X = 256.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4140   X = 256.5 mm; Y = 6 mm; Amplitude = 0.0016626; Faza = -19.0593 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4141   X = 257.1 mm; Y = 6 mm; Amplitude = 0.00572328; Faza = -152.59 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4142   X = 257.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4143   X = 257.1 mm; Y = 6 mm; Amplitude = 0.00174721; Faza = 14.5198 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4144   X = 257.7 mm; Y = 6 mm; Amplitude = 0.00664077; Faza = -130.374 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4145   X = 257.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4146   X = 257.7 mm; Y = 6 mm; Amplitude = 0.00205693; Faza = 40.5556 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4147   X = 258.3 mm; Y = 6 mm; Amplitude = 0.00735717; Faza = -113.173 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4148   X = 258.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4149   X = 258.3 mm; Y = 6 mm; Amplitude = 0.00235869; Faza = 59.3166 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4150   X = 258.9 mm; Y = 6 mm; Amplitude = 0.00758989; Faza = -98.1012 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4151   X = 258.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4152   X = 258.9 mm; Y = 6 mm; Amplitude = 0.00250477; Faza = 74.5813 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4153   X = 259.5 mm; Y = 6 mm; Amplitude = 0.00726657; Faza = -82.8173 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4154   X = 259.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4155   X = 259.5 mm; Y = 6 mm; Amplitude = 0.00244242; Faza = 89.3487 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4156   X = 260.1 mm; Y = 6 mm; Amplitude = 0.00650597; Faza = -64.9492 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4157   X = 260.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4158   X = 260.1 mm; Y = 6 mm; Amplitude = 0.00219701; Faza = -253.641 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4159   X = 260.7 mm; Y = 6 mm; Amplitude = 0.0056356; Faza = -41.7089 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4160   X = 260.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4161   X = 260.7 mm; Y = 6 mm; Amplitude = 0.00187709; Faza = -231.009 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4162   X = 261.3 mm; Y = 6 mm; Amplitude = 0.00517537; Faza = -11.9388 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4163   X = 261.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4164   X = 261.3 mm; Y = 6 mm; Amplitude = 0.00168426; Faza = -200.334 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4165   X = 261.9 mm; Y = 6 mm; Amplitude = 0.00550328; Faza = 18.8503 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4166   X = 261.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4167   X = 261.9 mm; Y = 6 mm; Amplitude = 0.00180096; Faza = -167.429 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4168   X = 262.5 mm; Y = 6 mm; Amplitude = 0.00639278; Faza = 43.6266 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4169   X = 262.5 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4170   X = 262.5 mm; Y = 6 mm; Amplitude = 0.00215757; Faza = -141.675 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4171   X = 263.1 mm; Y = 6 mm; Amplitude = 0.00731582; Faza = 62.2252 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4172   X = 263.1 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4173   X = 263.1 mm; Y = 6 mm; Amplitude = 0.00253971; Faza = -123.305 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4174   X = 263.7 mm; Y = 6 mm; Amplitude = 0.00788081; Faza = 77.3292 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4175   X = 263.7 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4176   X = 263.7 mm; Y = 6 mm; Amplitude = 0.00278957; Faza = -108.974 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4177   X = 264.3 mm; Y = 6 mm; Amplitude = 0.00789939; Faza = 91.2849 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4178   X = 264.3 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4179   X = 264.3 mm; Y = 6 mm; Amplitude = 0.00282899; Faza = -96.0802 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
4180   X = 264.9 mm; Y = 6 mm; Amplitude = 0.00736134; Faza = 106.115 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
4181   X = 264.9 mm; Y = 6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
4182   X = 264.9 mm; Y = 6 mm; Amplitude = 0.00264483; Faza = -82.5769 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
